Gene.symbol	Gene.ID	adj.P.Val	P.Value	logFC
CPT1C	126129	0.873031728286458	0.699119091562681	-0.0875573099444455
YAP1	10413	0.873031728286458	0.699144768280273	-0.105343052222223
RARG///RARG	5916///5916	0.873031728286458	0.699160089569217	0.0953048967777779
TNKS	8658	0.873082343889811	0.6992560999763	-0.0795253123888857
NDUFS6	4726	0.873082343889811	0.699262810237014	-0.105958987388889
		0.873082343889811	0.699281663199639	0.100700142333334
		0.873134805359809	0.699350695868158	0.179907788888888
		0.873151078847781	0.699390771419627	-0.0588355699999998
TBXA2R	6915	0.873151078847781	0.69942475167584	-0.1072285745
ST3GAL3	6487	0.873151078847781	0.699444775299276	-0.0998320767222225
BCL3	602	0.873154851126352	0.699474812207651	0.140081061222224
CSRNP1	64651	0.873163456532028	0.699508721264311	-0.223371284277778
		0.873173222453877	0.699543560602106	-0.122290254611112
		0.873232082263339	0.699644959883211	-0.100560203833331
FAM111A	63901	0.873232082263339	0.699667857726769	-0.113115169055556
POLR1E	64425	0.873232082263339	0.699671768644958	-0.110981817055553
		0.873241442194826	0.699747277971797	-0.0546582322777778
TNP1	7141	0.873241442194826	0.699755682374964	-0.114306358666666
		0.873241442194826	0.69976032155088	-0.0943674932222218
		0.87328769542515	0.699824405160942	-0.128399891222222
CAPN9	10753	0.873299378860253	0.699860787452068	0.0656511788888885
MMP26	56547	0.873327387476978	0.69992295810128	0.0785636968888896
PSMA4	5685	0.873327387476978	0.699962899034842	-0.134306024777775
MESP2	145873	0.873327387476978	0.7000374780813	-0.0962496325555557
MYO3A	53904	0.873327387476978	0.700039261769875	-0.0738480916111102
OR1A2	26189	0.873327387476978	0.700043475633993	0.0887216735000003
DROSHA	29102	0.873327387476978	0.700045356107594	-0.106696879166666
LRRC20	55222	0.873346905681944	0.700106840295492	-0.0805938798888883
CHST4	10164	0.873346905681944	0.700115043662609	-0.0716989370555554
		0.873347814593248	0.700142793351866	0.0680901905555555
		0.873396667502651	0.700208980177862	-0.132083237055552
EIF2AK3	9451	0.873416490570266	0.700251895676102	0.114882938499998
GBAP1	2630	0.873433017587814	0.700317433294966	-0.139028144333333
CCDC178	374864	0.873433017587814	0.700319193428056	0.0524467127222219
C1D	10438	0.873613499636311	0.700490933342861	0.17935415922222
TMPRSS11A	339967	0.873627940839337	0.700529542487333	-0.0724399585555564
FGD1	2245	0.873691692784402	0.700607694489221	0.0834971146111112
HDDC3	374659	0.873736023944151	0.70067027643354	-0.0791847162222208
MYO6	4646	0.873838220709043	0.700796208532242	0.113923979055556
		0.873838220709043	0.700846618351053	0.0766641255000002
WIPF2	147179	0.873838220709043	0.700859304487193	0.0840904317777778
NDUFS4	4724	0.873838220709043	0.700860375466122	-0.273428420666666
DBX2	440097	0.873865770580126	0.70090950888027	-0.0982204030555556
SUSD2	56241	0.873888096067591	0.700954453468404	-0.0869262525000005
TINCR///TINCR	257000///257000	0.873892809942621	0.700985272441211	0.0868817885000013
RHOXF1	158800	0.873905403500305	0.701022412566208	-0.0941409296666662
RFXANK	8625	0.873988661408987	0.701135587913386	-0.126221222055556
SH3D19	152503	0.873988661408987	0.701143281509657	0.0907174575555558
HBS1L	10767	0.874142110781265	0.70129342942849	0.0912009169444445
		0.874198046158562	0.701385924103337	-0.093146025666667
GRAMD2	196996	0.874198046158562	0.701421469373441	0.0672792398888884
EXOG	9941	0.874198046158562	0.701446544551381	-0.0995744237777787
KRT4	3851	0.874198046158562	0.701486777448934	0.0755500164444447
		0.874198046158562	0.701515443064736	-0.0468030349444439
FSCN1	6624	0.874198046158562	0.701547601680144	0.124342564777775
		0.874198046158562	0.701587629157404	0.116279843499999
CRTAC1	55118	0.874198046158562	0.701690804946665	-0.0783843030555547
		0.874198046158562	0.7016948621761	-0.177388223333333
		0.874198046158562	0.70169792312805	-0.0961894481666672
CACNA2D2	9254	0.874198046158562	0.701699301821569	0.138107852444446
UGT2B17///UGT2B15	7367///7366	0.874198046158562	0.701709840272682	0.153471402111111
		0.874198046158562	0.701713812187836	0.165831278055555
FBXL16	146330	0.874198046158562	0.701719327160656	0.0929176732777774
LAMP1	3916	0.874198046158562	0.70174401496191	-0.0978813063888921
		0.874329928761974	0.701876932386317	0.131351639777779
		0.874683881955778	0.702188134188502	-0.146545230000001
FBXL12	54850	0.874780709948398	0.702302494285037	0.0836353603888904
		0.874780709948398	0.702369284329585	0.204517299777777
		0.874780709948398	0.702416590262959	0.219026051333334
		0.874780709948398	0.702454631715953	-0.127273097111111
		0.874780709948398	0.70245591672769	0.226685021444444
PIGL	9487	0.874780709948398	0.702475733473994	-0.104572485611113
		0.874780709948398	0.702481918930877	-0.167680106555557
SARDH	1757	0.874780709948398	0.702482389985169	-0.079876665611109
G3BP1	10146	0.874922226336406	0.702633860278495	0.0966797418888881
KIAA1024L	100127206	0.874922226336406	0.702673930247221	-0.0655743872777776
		0.874922226336406	0.702756010737694	0.113579296944445
		0.874922226336406	0.702759893743967	0.131282318777778
		0.874922226336406	0.702810107335815	0.0907864220555554
POLR1B	84172	0.874922226336406	0.702816705158288	0.116492580555558
PGPEP1L	145814	0.874922226336406	0.70284898361294	0.0901027130000012
LOC151121	151121	0.874922226336406	0.702854025983157	0.145329827611111
		0.874922226336406	0.702864297808879	0.0578790195555561
TSPAN11	441631	0.874922226336406	0.702891465365011	-0.105256947833332
POM121L10P///LOC441081///POM121L4P///POM121L8P///POM121L9P///POM121L1P	646074///441081///266697///29797///29774///25812	0.874922226336406	0.702893800595623	0.166526283
SNORA56///DKC1	677835///1736	0.874934295745159	0.702930567049737	-0.123925870388889
OSER1	51526	0.875063677218038	0.703061587512701	-0.140157892444443
RHOT1	55288	0.87507837129061	0.703100467932485	-0.160651718388888
EXT2	2132	0.875130966756486	0.703169803120755	0.0845936957777784
LENG1	79165	0.875365594290006	0.703387451211638	0.120415857833333
OR10G7///OR10G4///OR10G9///OR10G8	390265///390264///219870///219869	0.875365594290006	0.703497677044937	-0.0830407955555561
HARBI1	283254	0.875365594290006	0.703503583997182	-0.129170068111113
		0.875365594290006	0.703510149996589	-0.114682200444445
		0.875365594290006	0.703513221148542	-0.0455205534999998
MIR330	442902	0.875365594290006	0.703520827860437	0.129130197777778
POM121C///POM121///PMS2P3	100101267///9883///5387	0.875366396725414	0.703571155449245	-0.0904973950000016
NHLRC2///NHLRC2	374354///374354	0.875366396725414	0.703575639804857	0.160213011611109
CLPP	8192	0.875418501453855	0.703644604104752	0.0803692672222223
		0.87541863811452	0.703671799084658	0.148723303666667
ZNF45	7596	0.875522293425445	0.703782206784645	0.118246991055556
		0.875549805327796	0.703854680115992	0.220744673666666
SRGAP3///RAF1	9901///5894	0.875549805327796	0.703858500412491	0.121343175055556
		0.875754201113676	0.704049910638215	0.0499317169999993
		0.875771017310448	0.70409052581331	0.0615524136666665
PKP3	11187	0.87598189136647	0.704287164043473	0.0794536712777774
ATP2C2	9914	0.876035280553407	0.704357193024392	-0.104841816055554
		0.876108471683882	0.704456562511821	-0.129835858833334
		0.876108471683882	0.70447025372335	0.122802106055556
KRTAP17-1	83902	0.876131597149674	0.704562737757866	0.111670977111111
		0.876131597149674	0.704565793333454	-0.0664917203888886
SLC39A4	55630	0.876131597149674	0.704588706119464	-0.090952221000002
IRX6	79190	0.876131597149674	0.704633923565586	0.0950471078888873
		0.876131597149674	0.704638624848016	0.052637047277778
ETS2	2114	0.876131597149674	0.70465149184449	-0.145190949055555
		0.876200511347196	0.704760774155447	0.0893508843888879
MCM5	4174	0.876200511347196	0.704761136520933	0.109275025388891
		0.876306422565672	0.704880977231814	0.199637859722223
		0.876306422565672	0.704913230033986	-0.268881537944447
SSFA2	6744	0.876306422565672	0.704927662717969	0.151120864499998
ZNF652	22834	0.876356155113983	0.70499571383324	0.118178350833333
		0.876356155113983	0.705021897381695	0.281165674222224
ANAPC11	51529	0.87638541073522	0.705072548353947	-0.171615348611111
CHRM4	1132	0.876423700107454	0.705130469279856	0.0974285522222225
OR2B2	81697	0.876457800004495	0.705185021785121	0.065907966833334
		0.876468390575365	0.70522066041592	-0.0812437524444438
CXorf58	254158	0.876551362707829	0.705328042647377	0.0757485044444444
DENND4A	10260	0.876551362707829	0.705356731899725	0.107683431222222
LINC00661	126536	0.876551362707829	0.705373054280921	0.0952964226666677
RPL30///RPL30	6156///6156	0.876551362707829	0.705407601384975	-0.0708286888888878
		0.876551362707829	0.705438426092592	0.286830880888893
		0.876551362707829	0.705450142221962	-0.1440205195
SMAD3	4088	0.876554460046926	0.705479755242743	0.101923589277779
		0.876581058683848	0.705528283796962	0.0903101166666698
		0.876618074109828	0.705585198414875	-0.0770720793888886
		0.876640650057956	0.705630492618043	0.250088325666667
		0.876704699450126	0.705737812428479	0.15950706311111
PTTG1	9232	0.876704699450126	0.705738278626034	0.116815804944446
		0.876704699450126	0.705766300341192	-0.0875986495555554
		0.876704699450126	0.705790547312654	0.140229135833331
PIAS2	9063	0.876712565132774	0.705824004743662	-0.134942312944444
VPS45	11311	0.876740023600892	0.705891933368169	0.120131071833331
		0.876740023600892	0.705904193746407	0.0663739664444454
OCLN///LOC647859	100506658///647859	0.876740023600892	0.705937651659449	-0.35238224461111
		0.876740023600892	0.705957857879767	0.0928172271111105
		0.876740023600892	0.705981741104446	-0.0652482138333337
CBLN1	869	0.876747068966981	0.706026862210174	-0.101961660833333
MGAT4C	25834	0.876747068966981	0.706041666751418	-0.0506493611666672
ABCC8	6833	0.876749902335607	0.706094123896127	0.0690929171111101
		0.876749902335607	0.706098201101323	-0.0636499519444436
		0.876792867770341	0.706159931342772	-0.0994797243333321
		0.876816434156973	0.706206039849458	-0.221512429277778
LPGAT1	9926	0.876848015771519	0.70630286236257	-0.0893261260000013
		0.876848015771519	0.706304601468273	-0.0476746035555555
		0.876848015771519	0.706312864410492	-0.0416403091111115
		0.876865279677153	0.706355507543533	-0.113049341277776
		0.876865279677153	0.706382857811053	-0.286446852555555
		0.876865279677153	0.706451082922274	0.0468607136666663
HIGD2B	123346	0.876865279677153	0.7064553601624	-0.0786401719999996
		0.876865279677153	0.706484468317822	-0.0791125807222217
		0.876865279677153	0.706511750357853	-0.222242393166665
		0.876865279677153	0.70652469534584	0.312604195333335
NKAPP1	158801	0.876865279677153	0.706543809864549	0.139094775722223
LOC151174	151174	0.876902615817934	0.706608232950654	0.118536748777777
MIR30A	407029	0.876902615817934	0.706628155966031	0.0948386417777773
FAM9A	171482	0.876914661535008	0.706686186752391	-0.0671672401111114
BMP4	652	0.876914661535008	0.706692125522179	-0.0881683478333333
IPO11	51194	0.876920886604793	0.706724273824499	0.1279889555
		0.876971350438289	0.706797430455886	0.117568031055556
RASIP1	54922	0.876971350438289	0.706819209768182	0.088541662888888
		0.87711208416239	0.706963573412803	0.170373679666667
SKCG-1	100049615	0.87711208416239	0.706986913047201	0.0924307705000005
DRD1	1812	0.877113119708431	0.707028892289177	-0.102145369166666
CAMSAP3	57662	0.877113119708431	0.707042022860786	0.098339144666669
RALY	22913	0.877143601746271	0.707093732975437	0.10042306672222
C2orf73	129852	0.877178966204799	0.707174783709455	-0.0645014036111107
		0.877178966204799	0.707176520602656	-0.110089201111109
NAF1	92345	0.877299029563232	0.707300458288998	0.234405627666664
		0.877321540768494	0.707345751396498	-0.133303090555555
DAP3	7818	0.87732475476841	0.707389181984729	0.12071007333333
DEFA6	1671	0.87732475476841	0.707423639153646	-0.0863295678333333
MDC1	9656	0.87732475476841	0.707429775030918	0.096789243833336
C5orf38	153571	0.877377393420997	0.707499365883836	0.130547905833335
ACY1	95	0.877439298266668	0.707576432351178	0.111821752555557
		0.877463507281737	0.707623103161983	0.232340284555553
ARL8B	55207	0.877620300108147	0.707792133404295	0.088140451222225
THOC6	79228	0.877620300108147	0.707803853931471	-0.0913313048888877
		0.877637329599922	0.707870300288247	-0.175433074611111
TOP1MT	116447	0.877637329599922	0.707871895836774	0.11197330666667
		0.8776517015504	0.707979770996359	0.184997791777782
IGHMBP2	3508	0.8776517015504	0.708071016760607	0.0606496453888896
		0.8776517015504	0.708087510296426	0.151856858222222
		0.8776517015504	0.708115482925516	0.138809653055556
C21orf2	755	0.8776517015504	0.708122370641374	-0.0949142526111109
		0.8776517015504	0.708127907480833	0.124702781111111
		0.8776517015504	0.708139790745202	-0.0743298598333335
PRR32	100130613	0.8776517015504	0.708148649753967	-0.0746726332777765
		0.8776517015504	0.708149635571534	-0.140844971777778
		0.8776517015504	0.708155030003183	0.165935859555556
HLA-H///HLA-C///HLA-B///HLA-A///HLA-A	3136///3107///3106///3105///3105	0.87779446966911	0.708298253041415	-0.271960185277775
		0.87779446966911	0.708349466089718	0.209521307277776
		0.87779446966911	0.708359428000688	-0.0552388650000006
		0.87779446966911	0.708378860566795	-0.28062523427778
		0.877805269800206	0.708414735233086	-0.286726122666667
		0.877820378217451	0.708454087614932	0.162795097944445
		0.877858215609004	0.708581431424667	0.159095096444445
AFF4	27125	0.877858215609004	0.708590858834522	0.105084321666668
DHX58	79132	0.877858215609004	0.708702441134911	0.0858026062777792
LINC00221	338005	0.877858215609004	0.708706125743881	0.0686747912777772
TMEM132B	114795	0.877858215609004	0.708714507851412	-0.0649509089444447
		0.877858215609004	0.708714736375933	-0.173957619333335
		0.877858215609004	0.708715104317382	-0.0827802468888885
DFFA	1676	0.877858215609004	0.708772944019311	0.136047203722223
FLJ36840	645524	0.877858215609004	0.70879076368981	0.157146933666666
FGF9	2254	0.877858215609004	0.7087935686761	0.111898914055554
LOC102723655///TP53TG3B///TP53TG3D///TP53TG3C///TP53TG3	102723655///729355///729264///653550///24150	0.877858215609004	0.70880565935896	0.0951950791111118
		0.877858215609004	0.708810552048148	-0.042711553666666
		0.877877822817298	0.708864473592441	0.144434491166666
ARIH2OS	646450	0.877877822817298	0.70890471942469	-0.087163007888889
		0.877877822817298	0.708938009574105	0.0534643321111106
SOX7	83595	0.877877822817298	0.708958680065287	0.149560990499999
THEM4	117145	0.877877822817298	0.708969824561586	-0.187284227611112
GRAMD3	65983	0.877877822817298	0.708989350855478	0.117688575388891
		0.877987177839713	0.709104832472011	-0.109627618
SLC22A11	55867	0.87802183065	0.709164967480342	-0.0724515484444437
		0.87802183065	0.709191429554246	-0.245616531333333
RNASE12///RNASE11	493901///122651	0.87802183065	0.709214595945075	-0.066009541388889
		0.87802183065	0.709262718780387	-0.132691710999999
		0.87802183065	0.709280344176019	-0.0897849730555551
		0.87802183065	0.709311806868151	-0.0646981026666662
FAM153C///FAM153A///FAM153B	653316///285596///202134	0.87802183065	0.709322979490181	0.114327805666667
OR5E1P	26343	0.878098582887994	0.709412152977052	-0.0999751258333332
		0.878236163205152	0.709550475844687	0.0896053383333331
		0.878318059515222	0.709645024083253	-0.0899003944999999
CPA2	1358	0.878318059515222	0.709670991746543	0.0777269525555555
C9orf64	84267	0.878427567454919	0.709804515692702	-0.173082458500001
SPERT	220082	0.878427567454919	0.709832380570216	-0.0780071234999995
		0.878427567454919	0.709841007604578	0.108795376333331
WDR61	80349	0.878568937522732	0.709982428735381	0.148699383055554
HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1	729423///728643///664721///664709///144983///3178	0.878603457004763	0.710037508027735	-0.0727304549999932
		0.87861016990443	0.71009135821767	-0.290240378444442
		0.87861016990443	0.710100047096139	-0.153216505611113
PNCK	139728	0.87861016990443	0.710135745046074	-0.0700978923888869
REV3L	5980	0.87861016990443	0.71015166853078	-0.0724816009999989
COL25A1	84570	0.878704540900377	0.710255132298578	-0.106602275666668
